"","deveg","reveg","branching","sympodial","sympodial.node","flower","im","flo.count","flo.first","branching.first","branched","branched.first","symped","type","type.alt","name","symped.node"
"332",5.6,0.2,2,0,0,1,9,4,4,2,3,3,0,3,3,"s",0
"333",5.6,0.3,2,0,0,1,10,4,4,2,3,3,0,3,3,"s",0
"334",5.6,0.4,2,0,0,1,10,4,4,2,3,3,0,3,3,"s",0
"335",5.6,0.5,2,0,0,1,14,5,5,2,3,3,0,3,3,"s",0
"336",5.6,0.6,2,0,0,1,21,6,1,2,3,3,0,3,3,"s",0
"337",5.6,0.7,2,0,0,1,27,7,1,2,3,3,0,3,3,"s",0
"338",5.6,0.8,2,0,0,1,35,8,1,2,3,3,0,3,3,"s",0
"339",5.6,0.9,2,0,0,1,38,8,1,2,3,3,0,3,3,"s",0
"340",5.6,1,2,0,0,1,40,8,1,2,3,3,0,3,3,"s",0
"341",5.6,1.1,2,2,3,1,42,8,1,2,3,3,1,6,6," s.sft",2
"342",5.6,1.2,2,4,3,1,43,8,1,2,3,3,1,6,6," s.sft",2
"343",5.6,1.3,2,6,3,1,46,8,1,2,3,3,1,6,6," s.sft",2
"344",5.6,1.4,2,8,1,1,49,8,1,2,3,3,1,6,6," s.sft",1
"345",5.6,1.5,2,7,1,1,45,8,1,2,3,3,1,6,6," s.sft",1
"346",5.6,1.6,2,10,1,1,46,8,1,2,3,3,1,6,6," s.sft",1
"347",5.6,1.7,2,12,1,1,47,8,1,2,3,3,1,6,6," s.sft",1
"348",5.6,1.8,2,15,1,1,46,7,1,2,3,3,1,6,6," s.sft",1
"349",5.6,1.9,2,13,1,1,46,8,1,2,3,3,1,6,6," s.sft",1
"350",5.6,2,2,17,1,1,46,8,1,2,3,3,1,6,6," s.sft",1
"351",5.6,2.1,2,19,1,1,47,8,1,2,3,3,1,6,6," s.sft",1
"352",5.6,2.2,2,22,1,1,47,8,1,2,3,3,1,6,6," s.sft",1
"353",5.6,2.3,2,21,1,1,46,8,1,2,3,3,1,6,6," s.sft",1
"354",5.6,2.4,2,24,1,1,46,8,1,2,3,3,1,6,6," s.sft",1
"355",5.6,2.5,2,26,1,1,45,8,1,2,3,3,1,6,6," s.sft",1
"356",5.6,2.6,2,29,1,1,47,7,1,2,3,3,1,6,6," s.sft",1
"357",5.6,2.7,2,32,1,1,45,6,1,2,3,3,1,6,6," s.sft",1
"358",5.6,2.8,2,35,1,1,41,4,1,2,3,3,1,6,6," s.sft",1
"359",5.6,2.9,2,34,1,1,39,4,1,2,3,3,1,6,6," s.sft",1
"360",5.6,3,2,36,1,1,38,4,1,2,3,3,1,6,6," s.sft",1
"361",6.1,0.1,2,0,0,1,9,4,4,2,3,3,0,3,3,"s",0
"362",6.1,0.2,2,0,0,1,9,4,4,2,3,3,0,3,3,"s",0
"363",6.1,0.3,2,0,0,1,9,4,4,2,3,3,0,3,3,"s",0
"364",6.1,0.4,2,0,0,1,9,4,4,2,3,3,0,3,3,"s",0
"365",6.1,0.5,2,0,0,1,10,4,4,2,3,3,0,3,3,"s",0
"366",6.1,0.6,2,0,0,1,14,5,5,2,3,3,0,3,3,"s",0
"367",6.1,0.7,2,0,0,1,19,6,1,2,3,3,0,3,3,"s",0
"368",6.1,0.8,2,0,0,1,24,7,1,2,3,3,0,3,3,"s",0
"369",6.1,0.9,2,0,0,1,33,8,1,2,3,3,0,3,3,"s",0
"370",6.1,1,2,0,0,1,39,8,1,2,3,3,0,3,3,"s",0
"371",6.1,1.1,2,1,5,1,38,8,1,2,3,3,1,6,6," s.sft",2
"372",6.1,1.2,2,3,3,1,41,8,1,2,3,3,1,6,6," s.sft",2
"373",6.1,1.3,2,4,3,1,43,8,1,2,3,3,1,6,6," s.sft",2
"374",6.1,1.4,2,7,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"375",6.1,1.5,2,9,1,1,44,8,1,2,3,3,1,6,6," s.sft",1
"376",6.1,1.6,2,11,1,1,44,8,1,2,3,3,1,6,6," s.sft",1
"377",6.1,1.7,2,11,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"378",6.1,1.8,2,14,1,1,42,7,1,2,3,3,1,6,6," s.sft",1
"379",6.1,1.9,2,17,1,1,43,7,1,2,3,3,1,6,6," s.sft",1
"380",6.1,2,2,18,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"381",6.1,2.1,2,18,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"382",6.1,2.2,2,20,1,1,44,8,1,2,3,3,1,6,6," s.sft",1
"383",6.1,2.3,2,23,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"384",6.1,2.4,2,21,1,1,44,8,1,2,3,3,1,6,6," s.sft",1
"385",6.1,2.5,2,25,1,1,43,8,1,2,3,3,1,6,6," s.sft",1
"386",6.1,2.6,2,27,1,1,42,8,1,2,3,3,1,6,6," s.sft",1
"387",6.1,2.7,2,30,1,1,42,7,1,2,3,3,1,6,6," s.sft",1
"388",6.1,2.8,2,33,1,1,41,6,1,2,3,3,1,6,6," s.sft",1
"389",6.1,2.9,2,35,1,1,40,4,1,2,3,3,1,6,6," s.sft",1
"390",6.1,3,2,34,1,1,39,5,1,2,3,3,1,6,6," s.sft",1
"391",6.6,0.1,1,0,0,1,3,2,2,1,2,2,0,2,2,"wt",0
"392",6.6,0.2,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"393",6.6,0.3,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"394",6.6,0.4,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"395",6.6,0.5,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"396",6.6,0.6,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"397",6.6,0.7,1,0,0,1,11,4,4,1,2,2,0,2,2,"wt",0
"398",6.6,0.8,1,0,0,1,16,5,1,1,2,2,0,2,2,"wt",0
"399",6.6,0.9,1,0,0,1,22,6,1,1,2,2,0,2,2,"wt",0
"400",6.6,1,2,0,0,1,36,8,1,1,3,2,0,3,2,"s",0
"401",6.6,1.1,2,2,4,1,39,8,1,1,3,2,1,6,7," s.sft",2
"402",6.6,1.2,2,4,3,1,42,8,1,1,3,2,1,6,7," s.sft",2
"403",6.6,1.3,2,6,3,1,41,8,1,1,3,2,1,6,7," s.sft",2
"404",6.6,1.4,2,8,3,1,42,8,1,1,3,2,1,6,7," s.sft",2
"405",6.6,1.5,2,11,1,1,45,8,1,1,3,2,1,6,8," s.sft",1
"406",6.6,1.6,2,12,1,1,45,8,1,1,3,2,1,6,8," s.sft",1
"407",6.6,1.7,2,14,1,1,45,8,1,1,3,2,1,6,8," s.sft",1
"408",6.6,1.8,2,17,1,1,46,8,1,1,3,2,1,6,8," s.sft",1
"409",6.6,1.9,2,20,1,1,43,7,1,1,3,2,1,6,8," s.sft",1
"410",6.6,2,2,21,1,1,44,6,1,1,3,2,1,6,8," s.sft",1
"411",6.6,2.1,2,26,1,1,38,5,1,1,3,2,1,6,8," s.sft",1
"412",6.6,2.2,2,27,1,1,38,5,1,1,3,2,1,6,8," s.sft",1
"413",6.6,2.3,2,32,1,1,35,5,1,1,3,2,1,6,8," s.sft",1
"414",6.6,2.4,2,29,1,1,33,4,1,1,3,2,1,6,8," s.sft",1
"415",6.6,2.5,2,29,1,1,34,5,1,1,3,2,1,6,8," s.sft",1
"416",6.6,2.6,2,32,1,1,32,5,1,1,3,2,1,6,8," s.sft",1
"417",6.6,2.7,2,33,1,1,29,5,1,1,3,2,1,6,8," s.sft",1
"418",6.6,2.8,2,32,1,1,25,3,1,1,3,2,1,6,8," s.sft",1
"419",6.6,2.9,2,33,1,1,23,3,1,1,3,2,1,6,8," s.sft",1
"420",6.6,3,2,28,1,1,16,2,1,1,3,2,1,6,8," s.sft",1
"421",7.1,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"422",7.1,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"423",7.1,0.3,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"424",7.1,0.4,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"425",7.1,0.5,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"426",7.1,0.6,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"427",7.1,0.7,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"428",7.1,0.8,1,0,0,1,11,4,1,1,2,2,0,2,2,"wt",0
"429",7.1,0.9,1,0,0,1,16,5,1,1,2,2,0,2,2,"wt",0
"430",7.1,1,1,0,0,1,26,7,1,1,2,2,0,2,2,"wt",0
"431",7.1,1.1,2,2,5,1,37,8,1,1,3,2,1,6,7," s.sft",2
"432",7.1,1.2,2,5,4,1,38,8,1,1,3,2,1,6,7," s.sft",2
"433",7.1,1.3,2,6,3,1,41,8,1,1,3,2,1,6,7," s.sft",2
"434",7.1,1.4,2,6,3,1,40,8,1,1,3,2,1,6,7," s.sft",2
"435",7.1,1.5,2,9,1,1,41,8,1,1,3,2,1,6,8," s.sft",1
"436",7.1,1.6,2,9,1,1,42,8,1,1,3,2,1,6,8," s.sft",1
"437",7.1,1.7,2,14,1,1,42,8,1,1,3,2,1,6,8," s.sft",1
"438",7.1,1.8,2,18,1,1,44,8,1,1,3,2,1,6,8," s.sft",1
"439",7.1,1.9,2,20,1,1,42,8,1,1,3,2,1,6,8," s.sft",1
"440",7.1,2,2,19,1,1,40,7,1,1,3,2,1,6,8," s.sft",1
"441",7.1,2.1,2,24,1,1,41,6,1,1,3,2,1,6,8," s.sft",1
"442",7.1,2.2,2,28,1,1,36,5,1,1,3,2,1,6,8," s.sft",1
"443",7.1,2.3,2,29,1,1,37,5,1,1,3,2,1,6,8," s.sft",1
"444",7.1,2.4,1,33,1,1,32,5,1,1,2,2,1,7,8,"sft",1
"445",7.1,2.5,2,28,1,1,30,4,1,1,3,2,1,6,8," s.sft",1
"446",7.1,2.6,2,30,1,1,32,5,1,1,3,2,1,6,8," s.sft",1
"447",7.1,2.7,2,33,1,1,30,5,1,1,3,2,1,6,8," s.sft",1
"448",7.1,2.8,2,34,1,1,28,4,1,1,3,2,1,6,8," s.sft",1
"449",7.1,2.9,2,33,1,1,23,3,1,1,3,2,1,6,8," s.sft",1
"450",7.1,3,2,34,1,1,22,3,1,1,3,2,1,6,8," s.sft",1
"451",7.6,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"452",7.6,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"453",7.6,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"454",7.6,0.4,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"455",7.6,0.5,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"456",7.6,0.6,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"457",7.6,0.7,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"458",7.6,0.8,1,0,0,1,6,3,3,1,2,2,0,2,2,"wt",0
"459",7.6,0.9,1,0,0,1,10,4,1,1,2,2,0,2,2,"wt",0
"460",7.6,1,1,0,0,1,16,5,1,1,2,2,0,2,2,"wt",0
"461",7.6,1.1,1,0,0,1,33,8,1,1,2,2,0,2,2,"wt",0
"462",7.6,1.2,2,5,4,1,37,8,1,1,3,2,1,6,7," s.sft",2
"463",7.6,1.3,2,8,3,1,39,8,1,1,3,2,1,6,7," s.sft",2
"464",7.6,1.4,2,7,3,1,38,8,1,1,3,2,1,6,7," s.sft",2
"465",7.6,1.5,2,7,3,1,41,8,1,1,3,2,1,6,7," s.sft",2
"466",7.6,1.6,2,12,1,1,41,8,1,1,3,2,1,6,8," s.sft",1
"467",7.6,1.7,2,11,1,1,43,8,1,1,3,2,1,6,8," s.sft",1
"468",7.6,1.8,2,15,1,1,44,8,1,1,3,2,1,6,8," s.sft",1
"469",7.6,1.9,2,18,1,1,40,8,1,1,3,2,1,6,8," s.sft",1
"470",7.6,2,2,22,1,1,40,7,1,1,3,2,1,6,8," s.sft",1
"471",7.6,2.1,2,22,1,1,37,6,1,1,3,2,1,6,8," s.sft",1
"472",7.6,2.2,2,25,1,1,37,6,1,1,3,2,1,6,8," s.sft",1
"473",7.6,2.3,2,28,1,1,34,5,1,1,3,2,1,6,8," s.sft",1
"474",7.6,2.4,2,34,1,1,32,5,1,1,3,2,1,6,8," s.sft",1
"475",7.6,2.5,2,26,1,1,29,4,1,1,3,2,1,6,8," s.sft",1
"476",7.6,2.6,2,31,1,1,26,4,1,1,3,2,1,6,8," s.sft",1
"477",7.6,2.7,2,31,1,1,27,5,1,1,3,2,1,6,8," s.sft",1
"478",7.6,2.8,2,33,1,1,29,5,1,1,3,2,1,6,8," s.sft",1
"479",7.6,2.9,1,31,1,1,23,4,1,1,2,2,1,7,8,"sft",1
"480",7.6,3,1,33,1,1,23,3,1,1,2,2,1,7,8,"sft",1
"481",8.1,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"482",8.1,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"483",8.1,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"484",8.1,0.4,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"485",8.1,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"486",8.1,0.6,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"487",8.1,0.7,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"488",8.1,0.8,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"489",8.1,0.9,1,0,0,1,6,3,1,1,2,2,0,2,2,"wt",0
"490",8.1,1,1,0,0,1,10,4,1,1,2,2,0,2,2,"wt",0
"491",8.1,1.1,1,0,0,1,20,6,1,1,2,2,0,2,2,"wt",0
"492",8.1,1.2,2,3,5,1,34,8,1,1,3,2,1,6,7," s.sft",2
"493",8.1,1.3,2,5,4,1,34,8,1,1,3,2,1,6,7," s.sft",2
"494",8.1,1.4,2,7,3,1,37,8,1,1,3,2,1,6,7," s.sft",2
"495",8.1,1.5,2,7,3,1,35,8,1,1,3,2,1,6,7," s.sft",2
"496",8.1,1.6,2,11,3,1,38,8,1,1,3,2,1,6,7," s.sft",2
"497",8.1,1.7,2,14,1,1,38,8,1,1,3,2,1,6,8," s.sft",1
"498",8.1,1.8,2,15,1,1,38,8,1,1,3,2,1,6,8," s.sft",1
"499",8.1,1.9,1,20,1,1,38,8,1,1,2,2,1,7,8,"sft",1
"500",8.1,2,2,20,1,1,42,8,1,1,3,2,1,6,8," s.sft",1
"501",8.1,2.1,2,22,1,1,37,6,1,1,3,2,1,6,8," s.sft",1
"502",8.1,2.2,2,22,1,1,37,6,1,1,3,2,1,6,8," s.sft",1
"503",8.1,2.3,2,26,1,1,35,6,1,1,3,2,1,6,8," s.sft",1
"504",8.1,2.4,2,30,1,1,34,5,1,1,3,2,1,6,8," s.sft",1
"505",8.1,2.5,1,33,1,1,31,5,1,1,2,2,1,7,8,"sft",1
"506",8.1,2.6,2,29,1,1,27,4,1,1,3,2,1,6,8," s.sft",1
"507",8.1,2.7,1,32,1,1,24,4,1,1,2,2,1,7,8,"sft",1
"508",8.1,2.8,2,31,1,1,28,5,1,1,3,2,1,6,8," s.sft",1
"509",8.1,2.9,2,33,1,1,26,5,1,1,3,2,1,6,8," s.sft",1
"510",8.1,3,2,32,1,1,22,4,1,1,3,2,1,6,8," s.sft",1
"511",8.6,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"512",8.6,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"513",8.6,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"514",8.6,0.4,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"515",8.6,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"516",8.6,0.6,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"517",8.6,0.7,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"518",8.6,0.8,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"519",8.6,0.9,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"520",8.6,1,1,0,0,1,9,4,1,1,2,2,0,2,2,"wt",0
"521",8.6,1.1,1,0,0,1,10,4,1,1,2,2,0,2,2,"wt",0
"522",8.6,1.2,1,0,0,1,31,8,1,1,2,2,0,2,2,"wt",0
"523",8.6,1.3,2,8,4,1,39,8,1,1,3,2,1,6,7," s.sft",2
"524",8.6,1.4,1,8,3,1,39,8,1,1,2,2,1,7,7,"sft",2
"525",8.6,1.5,2,12,3,1,40,8,1,1,3,2,1,6,7," s.sft",2
"526",8.6,1.6,2,8,3,1,35,8,1,1,3,2,1,6,7," s.sft",2
"527",8.6,1.7,1,10,1,1,38,8,1,1,2,2,1,7,8,"sft",1
"528",8.6,1.8,2,12,1,1,39,8,1,1,3,2,1,6,8," s.sft",1
"529",8.6,1.9,1,15,1,1,44,8,1,1,2,2,1,7,8,"sft",1
"530",8.6,2,2,20,1,1,37,8,1,1,3,2,1,6,8," s.sft",1
"531",8.6,2.1,2,24,1,1,38,7,1,1,3,2,1,6,8," s.sft",1
"532",8.6,2.2,2,26,1,1,34,5,1,1,3,2,1,6,8," s.sft",1
"533",8.6,2.3,2,26,1,1,33,6,1,1,3,2,1,6,8," s.sft",1
"534",8.6,2.4,1,30,1,1,30,5,1,1,2,2,1,7,8,"sft",1
"535",8.6,2.5,1,32,1,1,32,5,1,1,2,2,1,7,8,"sft",1
"536",8.6,2.6,2,26,1,1,28,4,1,1,3,2,1,6,8," s.sft",1
"537",8.6,2.7,2,32,1,1,23,4,1,1,3,2,1,6,8," s.sft",1
"538",8.6,2.8,1,30,1,1,22,4,1,1,2,2,1,7,8,"sft",1
"539",8.6,2.9,2,33,1,1,27,5,1,1,3,2,1,6,8," s.sft",1
"540",8.6,3,1,31,1,1,22,4,1,1,2,2,1,7,8,"sft",1
"541",9.1,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"542",9.1,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"543",9.1,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"544",9.1,0.4,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"545",9.1,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"546",9.1,0.6,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"547",9.1,0.7,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"548",9.1,0.8,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"549",9.1,0.9,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"550",9.1,1,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"551",9.1,1.1,1,0,0,1,9,4,1,1,2,2,0,2,2,"wt",0
"552",9.1,1.2,1,0,0,1,14,5,1,1,2,2,0,2,2,"wt",0
"553",9.1,1.3,1,6,5,1,36,8,1,1,2,2,1,7,7,"sft",2
"554",9.1,1.4,2,7,4,1,33,8,1,1,3,2,1,6,7," s.sft",2
"555",9.1,1.5,2,9,3,1,36,8,1,1,3,2,1,6,7," s.sft",2
"556",9.1,1.6,2,13,3,1,36,8,1,1,3,2,1,6,7," s.sft",2
"557",9.1,1.7,2,8,3,1,35,8,1,1,3,2,1,6,7," s.sft",2
"558",9.1,1.8,1,15,1,1,35,8,1,1,2,2,1,7,8,"sft",1
"559",9.1,1.9,2,15,1,1,36,8,1,1,3,2,1,6,8," s.sft",1
"560",9.1,2,1,19,1,1,34,8,1,1,2,2,1,7,8,"sft",1
"561",9.1,2.1,2,22,1,1,37,8,1,1,3,2,1,6,8," s.sft",1
"562",9.1,2.2,2,23,1,1,36,6,1,1,3,2,1,6,8," s.sft",1
"563",9.1,2.3,2,23,1,1,34,6,1,1,3,2,1,6,8," s.sft",1
"564",9.1,2.4,2,26,1,1,33,6,1,1,3,2,1,6,8," s.sft",1
"565",9.1,2.5,1,30,1,1,31,6,1,1,2,2,1,7,8,"sft",1
"566",9.1,2.6,1,32,1,1,29,5,1,1,2,2,1,7,8,"sft",1
"567",9.1,2.7,1,29,1,1,25,4,1,1,2,2,1,7,8,"sft",1
"568",9.1,2.8,1,32,1,1,22,4,1,1,2,2,1,7,8,"sft",1
"569",9.1,2.9,2,29,1,1,18,4,1,1,3,2,1,6,8," s.sft",1
"570",9.1,3,2,33,1,1,24,5,1,1,3,2,1,6,8," s.sft",1
"571",9.6,0.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"572",9.6,0.2,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"573",9.6,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"574",9.6,0.4,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"575",9.6,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"576",9.6,0.6,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"577",9.6,0.7,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"578",9.6,0.8,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"579",9.6,0.9,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"580",9.6,1,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"581",9.6,1.1,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"582",9.6,1.2,1,0,0,1,9,4,1,1,2,2,0,2,2,"wt",0
"583",9.6,1.3,1,0,0,1,21,7,1,1,2,2,0,2,2,"wt",0
"584",9.6,1.4,1,5,4,1,35,8,1,1,2,2,1,7,7,"sft",2
"585",9.6,1.5,1,5,3,1,33,8,1,1,2,2,1,7,7,"sft",2
"586",9.6,1.6,1,15,3,1,36,8,1,1,2,2,1,7,7,"sft",2
"587",9.6,1.7,2,16,3,1,35,7,1,1,3,2,1,6,7," s.sft",2
"588",9.6,1.8,1,12,1,1,34,8,1,1,2,2,1,7,8,"sft",1
"589",9.6,1.9,1,17,1,1,37,8,1,1,2,2,1,7,8,"sft",1
"590",9.6,2,1,17,1,1,36,8,1,1,2,2,1,7,8,"sft",1
"591",9.6,2.1,1,21,1,1,35,8,1,1,2,2,1,7,8,"sft",1
"592",9.6,2.2,2,26,1,1,34,6,1,1,3,2,1,6,8," s.sft",1
"593",9.6,2.3,2,23,1,1,35,6,1,1,3,2,1,6,8," s.sft",1
"594",9.6,2.4,2,25,1,1,31,6,1,1,3,2,1,6,8," s.sft",1
"595",9.6,2.5,2,30,1,1,30,6,1,1,3,2,1,6,8," s.sft",1
"596",9.6,2.6,2,31,1,1,30,5,1,1,3,2,1,6,8," s.sft",1
"597",9.6,2.7,1,27,1,1,27,4,1,1,2,2,1,7,8,"sft",1
"598",9.6,2.8,1,32,1,1,21,4,1,1,2,2,1,7,8,"sft",1
"599",9.6,2.9,1,28,1,1,21,4,1,1,2,2,1,7,8,"sft",1
"600",9.6,3,2,30,1,1,16,4,1,1,3,2,1,6,8," s.sft",1
"601",10.1,0.1,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"602",10.1,0.2,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"603",10.1,0.3,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"604",10.1,0.4,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"605",10.1,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"606",10.1,0.6,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"607",10.1,0.7,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"608",10.1,0.8,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"609",10.1,0.9,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"610",10.1,1,1,0,0,1,5,3,3,1,2,2,0,2,2,"wt",0
"611",10.1,1.1,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"612",10.1,1.2,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"613",10.1,1.3,1,0,0,1,9,4,1,1,2,2,0,2,2,"wt",0
"614",10.1,1.4,1,6,5,1,30,8,1,1,2,2,1,7,7,"sft",2
"615",10.1,1.5,2,8,4,1,32,8,1,1,3,2,1,6,7," s.sft",2
"616",10.1,1.6,1,12,3,1,34,8,1,1,2,2,1,7,7,"sft",2
"617",10.1,1.7,2,14,3,1,34,8,1,1,3,2,1,6,7," s.sft",2
"618",10.1,1.8,2,7,3,1,33,8,1,1,3,2,1,6,7," s.sft",2
"619",10.1,1.9,1,16,1,1,32,8,1,1,2,2,1,7,8,"sft",1
"620",10.1,2,2,15,1,1,35,8,1,1,3,2,1,6,8," s.sft",1
"621",10.1,2.1,1,19,1,1,33,8,1,1,2,2,1,7,8,"sft",1
"622",10.1,2.2,1,23,1,1,37,7,1,1,2,2,1,7,8,"sft",1
"623",10.1,2.3,2,21,1,1,35,7,1,1,3,2,1,6,8," s.sft",1
"624",10.1,2.4,1,27,1,1,30,4,1,1,2,2,1,7,8,"sft",1
"625",10.1,2.5,2,28,1,1,31,6,1,1,3,2,1,6,8," s.sft",1
"626",10.1,2.6,1,29,1,1,30,6,1,1,2,2,1,7,8,"sft",1
"627",10.1,2.7,2,32,1,1,27,5,1,1,3,2,1,6,8," s.sft",1
"628",10.1,2.8,1,30,1,1,22,4,1,1,2,2,1,7,8,"sft",1
"629",10.1,2.9,1,27,1,1,21,4,1,1,2,2,1,7,8,"sft",1
"630",10.1,3,1,29,1,1,18,4,1,1,2,2,1,7,8,"sft",1
"631",10.6,0.1,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"632",10.6,0.2,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"633",10.6,0.3,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"634",10.6,0.4,1,0,0,1,1,2,2,1,2,2,0,2,2,"wt",0
"635",10.6,0.5,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"636",10.6,0.6,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"637",10.6,0.7,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"638",10.6,0.8,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"639",10.6,0.9,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"640",10.6,1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"641",10.6,1.1,1,0,0,1,2,2,2,1,2,2,0,2,2,"wt",0
"642",10.6,1.2,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"643",10.6,1.3,1,0,0,1,5,3,1,1,2,2,0,2,2,"wt",0
"644",10.6,1.4,1,0,0,1,13,5,1,1,2,2,0,2,2,"wt",0
"645",10.6,1.5,1,8,4,1,32,8,1,1,2,2,1,7,7,"sft",2
"646",10.6,1.6,2,7,3,1,32,8,1,1,3,2,1,6,7," s.sft",2
"647",10.6,1.7,1,15,3,1,34,8,1,1,2,2,1,7,7,"sft",2
"648",10.6,1.8,2,18,3,1,34,6,1,1,3,2,1,6,7," s.sft",2
"649",10.6,1.9,1,12,1,1,34,8,1,1,2,2,1,7,8,"sft",1
"650",10.6,2,1,17,1,1,37,8,1,1,2,2,1,7,8,"sft",1
"651",10.6,2.1,1,15,1,1,32,8,1,1,2,2,1,7,8,"sft",1
"652",10.6,2.2,1,22,1,1,32,8,1,1,2,2,1,7,8,"sft",1
"653",10.6,2.3,1,26,1,1,35,6,1,1,2,2,1,7,8,"sft",1
